,text,title,intersection,lat,lng
425,COLLISION:\nSheppard Ave W & Addington Ave\n- 2 vehicles involved\n- unknown injuries\n- Toronto Paramedic Services assisting\n- expect delays in area\n- consider alternate routes\n#GO2380779\n^al,COLLISION,Sheppard Ave W & Addington Ave,43.7474687,-79.4826496
443,"COLLISION:\nAvenue Rd & St. Clair Avenue W\n- 4 vehicles involved at intersection\n- officers o/s investigating\n- airbags deployed, unknown injuries\n- Toronto Paramedic Services assisting\n- expect delays in area\n- consider alternate routes\n#GO2366719\n^al",COLLISION,Avenue Rd & St. Clair Avenue W,43.4977771,-80.5077565
444,"COLLISION:\nTrethewey Dr & Black Creek Dr\n- 2 vehicles involved in the middle of the intersection\n- officers o/s investigating\n- airbags deployed, unknown injuries\n- TTC buses on detour @TTCnotices \n- ROAD CLOSURE: W/B Trethewey Dr at Black Creek Dr\n- expect delays\n#GO2366435\n^al",COLLISION,Trethewey Dr & Black Creek Dr,43.695226,-79.487647
445,"COLLISION:\nDanforth Ave & Emmott Ave\n- motorcycle and vehicle involved\n- reports that motorcyclist has injuries, and is laying on the ground\n- @TorontoMedics assisting\n- possible delays in area\n- consider alternate routes\n#2365700\n^al",COLLISION,Danforth Ave & Emmott Ave,43.2945449,-79.8649755
448,SHOOTING:\nWeston Rd & Finch Ave W\n- reports of 3 people shot\n- officers o/s\n- located & confirmed 3 victims suffering gunshot wounds\n- injuries are considered serious & life threatening\n- @TorontoMedics assisting w/ an emergency run\n- will update\nGO#2361770\n^al,SHOOTING,Weston Rd & Finch Ave W,43.4802379,-80.5030992
449,COLLISION:\nMarkham Rd & Greencedar Crct\n- 3 vehicles involved\n- officers o/s\n- @TorontoMedics & @Toronto_Fire assisting\n- ROAD CLOSURE: S/B Markham Rd closed at Greencedar \n- TTC advised @TTCnotices \n- expect delays\n- consider alternate routes\n#GO261099\n^al,COLLISION,Markham Rd & Greencedar Crct,43.8207722,-79.24631889999999
452,COLLISION:\nCaledonia Rd & Lawrence Ave W\n- reports of 2 vehicles involved\n- officers dispatched & en route\n- reports that the vehicles are blocking live lanes\n- unknown injuries\n- possible delays in area\n- consider alternate routes\n#GO2360072\n^al,COLLISION,Caledonia Rd & Lawrence Ave W,43.90775360000001,-80.09322569999999
462,SHOOTING:\nIslington Ave & Duncanwoods Drive\n- reports of a male shot\n- officers o/s\n- confirmed 1 male victim w/ gunshot wounds\n- injuries appear to be serious\n- multiple shell casings located\n- @TorontoMedics & @Toronto_Fire assisting\n- will update\n#GO2344607\n^al,SHOOTING,Islington Ave & Duncanwoods Drive,43.72666329999999,-79.5606019
464,COLLISION:\nEglinton Ave E (on ramp) & DVP\n- single vehicle into a ditch\n- officers o/s\n- advised tree knocked down\n- blocking on ramp\n- ROAD CLOSURE: E/B Eglinton Ave E at N/B DVP ramp closed\n- expect delays\n- consider alternate routes\n#GO2343732\n^al,COLLISION,Eglinton Ave E (on ramp) & DVP,43.725772,-79.31645259999999
465,COLLISION:\nDundas St W & Scarlett Rd\n- reports of 2 vehicles involved \n- no injuries reported\n- @TorontoMedics assisting\n- possible delays in the area\n- consider alternate routes\n#GO2343784\n^al,COLLISION,Dundas St W & Scarlett Rd,43.1881745,-80.38362269999999
468,"COLLISION:\nLawrence Av + Scarborough Golf Club Rd\n- Multiple vehicle collision\n- 1 car struck light standard\n- 1 car on fire\n- 1 person injured, taken to hospital\n- 311 sending Guild Electric for the pole\n- Roads closed in area\n#GO2341524\n^dh",COLLISION,Lawrence Av + Scarborough Golf Club Rd,43.76192399999999,-79.21584399999999
474,COLLISION:\n-Lakeshore Blvd & Fourth St\n-Pedestrian struck\n-Unknown injuries\n-Vehicle has remained o/s\n-Police o/s\n-Curb lane blocked\n-#GO2339481\n^sn,COLLISION,-Lakeshore Blvd & Fourth St,43.4848578,-80.5503174
478,COLLISION:\nAllen Exp + Lawrence Av\n- n/b lanes\n- Car into the barrier\n- Single car crash\n- Traffic in area is slowed\n- Consider alternate routes\n#GO2333028\n^dhpic.twitter.com/jdR5v5w1BB,COLLISION,Allen Exp + Lawrence Av,43.72908530000001,-79.4489454
483,HAZARD:\nSt Clair Av + Yonge St\n- At n/w corner of intersection\n- Large piece of ice hanging from building\n- Appears it will fall off\n- s/b curb lane +w/b curb lane are closed\n- Sidewalk closed to pedestrians\n#GO2323065\n^dh,HAZARD,St Clair Av + Yonge St,43.9120105,-79.4467502
490,COLLISION:\nDavenport Rd + Avenue Rd\n- Treacherous road conditions\n- Roads are icy\n- 12 vehicles involved in a collision\n- No injuries\n- Roads in area closed\n- 311 sending salt trucks\n- Use alternate routes\n#GO2317096\n^dh,COLLISION,Davenport Rd + Avenue Rd,43.6746978,-79.39657319999999
491,HAZARD:\nKing St + Yonge St\n*8:55 am*\n- Window on top floor broken\n- Glass falling onto road\n- Railing/balcony has broken off\n- Roads closed due to safety concern\n- Building Inspector is o/s\n#GO2316517\n^dh,HAZARD,King St + Yonge St,43.6491589,-79.37789219999999
495,SHOOTING:\nWycombe Rd + Keele St\n- Reports of occupants of SUV shooting into a home\n- SUV fleeing scene at high rate of speed\n- Officers o/s\n- Have located bullet holes in the home\n- No injuries reported\n- Beige SUV seen fleeing\n#GO2314671\n^dh,SHOOTING,Wycombe Rd + Keele St,43.7428815,-79.4859941
496,SHOOTING:\nVarna Dr + Flemington Rd\n- Reports of multiple shots\n- House struck by gunfire\n- Officers o/s\n- Have located a number of shell casings\n- Multiple bullet holes in house\n- No injuries reported\n- Black car seen fleeing\n#GO2314522\n^dh,SHOOTING,Varna Dr + Flemington Rd,43.7201217,-79.44099779999999
497,STABBING:\nKing St + Wilson Park Rd\n- Man stabbed multiple times\n- In back yard\n- Victim is in/out of consciousness\n- Female suspect has fled\n- Armed with a butcher knife\n- Suspect is known\n- Officers o/s\n- Performing emergency first aid\n#GO2313694\n^dh,STABBING,King St + Wilson Park Rd,43.63663099999999,-79.4415691
505,FIRE:\nSt Clair Av + Birchmount Rd\n- In parking lot\n- Possible 2 car crash\n- 1 car into a wall\n- Engine compartment smoking\n- Person trapped in the car\n- Unknown injuries\n- Fire crews + EMS o/s\n#GO2306715\n^dh,FIRE,St Clair Av + Birchmount Rd,43.7141302,-79.2711119
506,COLLISION:\nRogers Rd + Old Weston Rd\n- In middle of intersection\n- Child struck\n- Young boy bleeding from the head\n- Being transported to hospital\n- Dark blue or black minivan has fled the scene\n#GO2305633\n^dh,COLLISION,Rogers Rd + Old Weston Rd,43.6818528,-79.4676965
512,STABBING:\nQueen St + Empire Av\n- Fight between 2 males \n- Reports 1 of them with multiple wounds\n- Believed to be a stabbing\n- Officers have located victim\n- Serious stab wound\n- EMS rushed\n- Officers to assist with emergency run\n- Officers have 1 male in custody\n#GO2300114\n^dh,STABBING,Queen St + Empire Av,,
514,COLLISION:\nFGX + Strachan Av\n- e/b west of \n- 3 car crash\n- No injuries\n- Traffic in area slowed\n#GO2299992\n^dhpic.twitter.com/DMvAdFQCYx,COLLISION,FGX + Strachan Av,43.6398899,-79.4110984
516,COLLISION:\nYonge St & Gerrard St E\n- pedestrian struck by dump truck\n- officers o/s\n- injuries do not appear life threatening\n- @Toronto_Fire & @TorontoMedics assisting\n- expect delays in area\n- consider alternate routes\n#GO2297504\n^al,COLLISION,Yonge St & Gerrard St E,43.4532192,-80.4905658
520,COLLISION:\nYonge St & Woburn Ave\n- 4 vehicles involved\n- @TorontoMedics & @Toronto_Fire assisting\n- unknown injuries\n- officers dispatched & en route\n- expect delays in area\n- consider alternate routes\n#GO2293227\n^al,COLLISION,Yonge St & Woburn Ave,43.4532192,-80.4905658
521,FIRE:\nChurch St & Charles St E\n-  reports of smoke on the third floor\n- fire alarms going off\n- @Toronto_Fire attending\n- officers dispatched & en route\n- unknown injuries\n#GO2292965\n^al,FIRE,Church St & Charles St E,43.4467221,-80.4873602
522,"HAZARD:\nKingston Rd & Port Union Rd\n- reports of a vehicle in the middle of the intersection\n- wheel fell off vehicle\n- no one in vehicle, everyone is off the roadway\n- possible delays in area\n- consider alternate routes\n#GO2292666\n^al",HAZARD,Kingston Rd & Port Union Rd,43.2237667,-79.63540449999999
523,"HAZARD:\nLake Shore Blvd E & Leslie St\n- reports of a man walking into live traffic\n- male, white, beard, dark clothing\n- proceed with caution in the area\n- possible delays in area\n#GO2292498\n^al",HAZARD,Lake Shore Blvd E & Leslie St,43.5954363,-79.5055993
533,"ASSAULT:\nCollege St + University Av\n- Near University building\n- On the street\n- Bucket of feces dumped on girl\n- Suspect ran e/b on College St\n- Suspect is male, black, 30's, tall, medium build\n- Yellow construction hard hat, blue shirt, gloves\n#GO2278928\n^dh",ASSAULT,College St + University Av,43.659884,-79.390349
534,ROBBERY:\nEllesmere Rd + Birchmount Rd \n- In a parking lot\n- Woman approached by 4 men wearing masks\n- 2-3 of the men brandished guns\n- Woman carjacked\n- Silver Dodge Durango taken\n- Last seen w/b Ellesmere Rd\n#GO2278743\n^dh,ROBBERY,Ellesmere Rd + Birchmount Rd ,43.763438,-79.29135869999999
539,COLLISION:\nSewells Rd & McLevin Ave\n- 2 vehicles involved \n- @TorontoMedics assisting\n- unknown injuries\n- possible delay in area\n- consider alternate routes\n#GO2270800\n^al,COLLISION,Sewells Rd & McLevin Ave,43.6968635,-79.8297731
541,COLLISION:\nWarden Ave & Steeles Ave E\n- 2 vehicles involved\n- officers dispatched & en route\n- unknown injuries\n- possible delay in area\n- consider alternate routes\n#GO2270462\n^al,COLLISION,Warden Ave & Steeles Ave E,43.98494709999999,-79.3613888
542,COLLISION:\nEastern Ave & Coxwell Ave\n- 3 vehicles involved\n- unknown injuries\n- possible delays in area\n- consider alternate routes\n#GO2270431\n^al,COLLISION,Eastern Ave & Coxwell Ave,43.6588971,-79.3365895
547,STABBING:\nSt Clair Av + Danforth Av\n- Reports of woman with stabl wounds\n- Unknown where they occurred\n- EMS medics providing First Aid\n- Injuries reported as minor\n- Investigating\n#GO2264057\n^dh,STABBING,St Clair Av + Danforth Av,43.716648,-79.260262
549,SHOOTING:\nDanforth Rd + Thicketwood Dr\n- Reports of sound of gunshots\n- Reports of a man shot\n- Officers o/s \n- Have located victim\n- Man suffering serious wounds\n- EMS rushed\n#GO2263515\n^dh,SHOOTING,Danforth Rd + Thicketwood Dr,43.7447846,-79.24473189999999
555,COLLISION:\nHumewood Dr + St Clair Av\n- Pedestrian struck\n- Man in his 80's\n- Unconscious with serious injuries\n- Driver has fled\n- In a dark blue SUV\n- Officers ask for rush on EMS \n- Assisting with emergency run\n- Roads closed in area\n- May be closed for hours\n#GO2258968\n^dh,COLLISION,Humewood Dr + St Clair Av,43.6816794,-79.4261989
556,"COLLISION:\nRosewell Av + Lawrence Av\n**1:53 pm**\n- Pedestrian struck\n- Man in his 90's injured\n- Taken to hospital\n- His condition was downgraded to ""life threatening""\n- Roads closed for investigation\n- Expect a closure for a few hours\n#GO2255299\n^dh",COLLISION,Rosewell Av + Lawrence Av,43.72259409999999,-79.4142334
567,"HAZARD:\n-Bathurst St + Sheppard Ave E\n-18 wheeler leaking diesel fuel\n-TFS, EMS and TPS on scene\n-No injuries\n-Expect traffic delays, find alternate route of travel \n#GO2242656\n\n^ep2",HAZARD,-Bathurst St + Sheppard Ave E,43.7474687,-79.4826496
569,FIRE:\nDundas St E + Pembroke St \n- 2nd alarm fire\n- No reports of injury\n- Roads in area closed\n- Consider alternate routes\n#GO2242380\n^dh,FIRE,Dundas St E + Pembroke St ,43.6581648,-79.3724019
575,"STABBING:\nDundas St E + George St\n-In lobby of building man stabbed\n-Injuries appear to be serious\n-EMS rushed\n-Officers to assist with Emergency run\n-Suspect fled the scene, no description\n#GO2236994\n^ep2",STABBING,Dundas St E + George St,43.65729179999999,-79.3734506
579,"STABBING:\nKingston Rd + St Clair Av\n- Near department store\n- Male stabbed \n- Appears to have been a robbery\n- Injuries are not life threatening\n- Reports of 6 people robbed\n- Group of ""Kids"" scattered\n#GO2235186\n^dh",STABBING,Kingston Rd + St Clair Av,43.72188010000001,-79.2363259
586,SHOOTING:\nSheppard Av + Midland Av\n- Man in an SUV shot\n- Suspect driving another car\n- Suspect has fled the scene\n- Officers have located victim\n- Injuries are serious but not life threatening\n- Investigating\n#GO2231048\n^dh,SHOOTING,Sheppard Av + Midland Av,43.7852895,-79.27863860000001
587,COLLISION:\nMidland Av + Steeles Av\n- Pedestrian struck\n- Woman unconscious\n- Transported to hospital\n- Struck by dark SUV\n- Suspect vehicle has fled\n- Roads closed in area\n#GO2229543\n^dh,COLLISION,Midland Av + Steeles Av,43.8259409,-79.2972829
592,STABBING:\nJarvis St & Richmond St E\n-young girl stabbed\n-serious injuries\n-officers to assist with emerg run\n#GO2223184\n^sn,STABBING,Jarvis St & Richmond St E,43.6597077,-79.37557389999999
593,SHOOTING:\nBayview Av & Eglinton Av\n-reports of a man shot\n-victim transported to hospital for treatment\n-unknown suspect(s)\n-serious injuries \n#GO2222536\n^sn,SHOOTING,Bayview Av & Eglinton Av,43.26621599999999,-79.9985841
595,FIRE:\nHarbour Sq &  Queens Quay W\n-fire and smoke coming from windows\n-fire on high fl\n-Fire crews o/s\n-2nd alarm\n-roads are now closed in area\n-unknown if anyone is injured\n#GO2220526\n^sn,FIRE,Harbour Sq &  Queens Quay W,43.6396236,-79.3795849
599,STABBING:\nSteeles Av & Don Mills Rd\n-masked man chasing another man\n-suspect armed with an edged weapon\n-suspect has fled \n-officers have located victim\n-victim suffering stab wounds\n-injuries not life threatening\n#GO2217923\n^sn,STABBING,Steeles Av & Don Mills Rd,43.57771899999999,-79.831102
600,FIRE:\nSewells Rd & Brenyon Way\n-apartment on fire\n-flames coming out of balacony\n-now 2nd alarm\n-Fire crews have ordered evacuation\n-TTC sending shelter buses\n@TTCnotices \n-roads closed in area\n#GO2217674\n^sn,FIRE,Sewells Rd & Brenyon Way,43.6968635,-79.8297731
601,COLLISION:\nDanforth GO Station\n-person struck by train\n-westbound platform\n-injuries are serious\n-expect delays in train service\n-platform may be closed\n@Gotransit\n#GO2216835\n^sn,COLLISION,Danforth GO Station,43.6864325,-79.30032829999999
603,SHOOTING:\nOakwood Av + Vaughan Rd\n**1:42 am**\n- Multiple gunshots heard\n- Maroon SUV seen fleeing\n- Officers o/s\n- Have located victim\n- Suffering serious gunshot wounds\n- Emergency run to hospital\n- Victim has succumbed to injuries\n- Homicide now investigating\n#GO2212187\n^dh,SHOOTING,Oakwood Av + Vaughan Rd,43.69263489999999,-79.4408167
604,DAMAGE:\nSheppard Av + Laura Rd\n**Midnight**\n- Screaming and gunshots heard overnight\n- At a private residence\n- Bullet holes discovered in door and window\n- No injuries reported\n- Investigating\n#GO2207030\n^dh,DAMAGE,Sheppard Av + Laura Rd,43.7378239,-79.52013
607,FIRE:\nGosford Bl + Shoreham Dr\n- High rise building\n- High floor\n- Smoke/fire coming through windows\n- 3 apartments on fire\n- Some resident(s) trapped in units\n- Fire is 2nd alarm\n- Crews o/s\n- Roads in area will be closed\n#GO2209394\n^dh,FIRE,Gosford Bl + Shoreham Dr,43.7682775,-79.5229504
612,"COLLISION:\n-Sheppard Ave West and Senlac Rd\n-single vehicle hit pole, flipped over\n-driver removed from vehicle\n-hydro pole may fall, wires on ground\n-may be power outage due to hydro pole damage\n-roads expected to be closed for 12-15 hrs\n#GO2202573\n^ep2",COLLISION,-Sheppard Ave West and Senlac Rd,43.7668246,-79.42590369999999
614,HAZARD:\nDVP + Lawrence Av\n- On Lawrence off ramp w/b\n- Man walking in the middle of the street\n- Appears to be confused\n- Drivers in area beware\n#GO2201561\n^dh,HAZARD,DVP + Lawrence Av,43.7414958,-79.3200497
616,COLLISION:\nVictoria Park Ave & Biscayne Blvd\n- pedestrian struck by vehicle \n- officers dispatched and en route\n- injuries unknown\n- @TorontoMedics & @Toronto_Fire o/s assisting\n- both N/B lanes on Victoria Park Ave are currently blocked\n- expect delays in area\n#GO2200605\n^al,COLLISION,Victoria Park Ave & Biscayne Blvd,43.4383414,-80.5240657
617,SHOOTING:\nAlness St & Magnetic Dr\n- reports that someone has been shot\n- shooter is believed to still be on scene\n- unknown injuries\n- officers responding along with ETF\n- will update\n#GO2199212\n^al,SHOOTING,Alness St & Magnetic Dr,43.7774174,-79.4746882
618,"HAZARD:\nN/B DVP @ 401\n- reports of a vehicle stranded at the ramp\n- reports that a tire fell off the same vehicle, and may be on the roadway\n- no injuries or collision reported\n- officers dispatched & en route\n- possible slow down in area\n- use caution\n#GO2199144\n^al",HAZARD,N/B DVP @ 401,43.707705,-79.3311829
619,COLLISION:\nO'Connor Dr & Sunrise Ave\n- single vehicle into a pole\n- officers dispatched & en route\n- reports the light post is down and laying across the side walk\n- @TorontoHydro advised\n- expect delays in area\n#GO2198954\n^al,COLLISION,O'Connor Dr & Sunrise Ave,43.6985901,-79.3255231
620,COLLISION:\nParliament St & Gerrard St E\n- single vehicle into a pole\n- officers dispatched & en route\n- reports that the vehicle hit a telephone booth and power lines as well\n- unknown injuries\n- @Toronto_Fire attending\n- expect delays in area\n#GO2198853\n^al,COLLISION,Parliament St & Gerrard St E,43.6302408,-79.7220799
621,HAZARD:\nCoxwell Ave & Gerrard St E\n- at the intersection\n- reports that the concrete surrounding the #TTC streetcar tracks is giving way\n- @TTCnotices advised\n- officers o/s\n- @311Toronto & @CityOfToronto advised\n- use caution in the area\n#GO2198273\n^al,HAZARD,Coxwell Ave & Gerrard St E,43.67983159999999,-79.32213519999999
623,COLLISION:\nQueen St W & Dovercourt Rd\n- 2 vehicles involved\n- reports of a female driver trapped in her car\n- officers o/s\n- @Toronto_Fire o/s assisting\n- unknown injuries\n- ROAD CLOSURE: At Queen St W/Dovercourt Rd\n#GO2198231\n^al,COLLISION,Queen St W & Dovercourt Rd,43.44545129999999,-80.4936515
626,"FIRE:\nLouvain St & Humber Blvd S\n- reports of a house on fire, lots of smoke\n- @Toronto_Fire o/s\n- officers o/s\n- unknown injuries\n- ROAD CLOSURES: N/B & S/B Humber Blvd S closed from Weston Rd to  Alliance Ave\n- expect delays in area\n- @TTCnotices advised\n#GO2194169\n^al",FIRE,Louvain St & Humber Blvd S,43.6808178,-79.4826183
627,"COLLISION:\nKeele St & Lawrence Ave W\n- pedestrian struck by cement truck\n- officers o/s\n- @Toronto_Fire and @TorontoMedics assisting\n- cement truck remained o/s\n- unknown injuries at this point\n- expect delays in the area, possible road closures\n- will update\n#GO2192528\n^al",COLLISION,Keele St & Lawrence Ave W,43.863707,-79.514399
628,COLLISION:\nDufferin St & Lawrence Ave W\n- 2 vehicles involved\n- officers o/s \n- injuries unknown\n- @Toronto_Fire o/s assisting\n- ROAD CLOSURE: 2 lanes E/B Lawrence Ave W is blocked off\n- expect delays in the area\n#GO2192003\n^al,COLLISION,Dufferin St & Lawrence Ave W,43.837853,-79.4819486
635,"COLLISION:\nYork St & Piper st\n- female pedestrian struck, out front of Royal York Hotel\n- officers o/s\n- reports that female pedestrian is pinned under a SUV\n- injuries unknown\n- @TorontoMedics o/s\n- expect delays in the area\n#GO2185467\n^al",COLLISION,York St & Piper st,43.456021,-80.51711159999999
636,"FIRE:\nYonge St & Keewatin Ave\n- reports of a fire in a residence\n- @Toronto_Fire o/s\n- officers o/s investigating \n- ROAD CLOSURE: N/B 1 lane Yonge St from Castlefield Ave to Sherwood Ave, Keewatin Ave shut down both directions from Yonge St to Mt. Pleasant Rd\n#GO2183972\n^al",FIRE,Yonge St & Keewatin Ave,43.4532192,-80.4905658
637,DAMAGE:\nBay St & Queen St W\n- reports that the cenotaph has been vandalized (spray paint)\n- officers o/s investigating\n- any info pls call 4168082222/8085200\n#GO2184146\n^al,DAMAGE,Bay St & Queen St W,43.65729839999999,-79.38436449999999
641,COLLISION:\nMcCowan Rd & St. Andrews Rd\n- 5 vehicles involved\n- officers o/s investigating\n- injuries unknown\n- @TorontoMedics assisting\n- @TTCnotices advised\n- ROAD CLOSURE: N/B & S/B McCowan Rd shut down at St. Andrews Rd\n#GO2180005\n^al,COLLISION,McCowan Rd & St. Andrews Rd,44.01105989999999,-79.3155967
