"has_media","hashtags__001","hashtags__002","hashtags__003","hashtags__004","hashtags__005","hashtags__006","img_urls__001","img_urls__002","img_urls__003","img_urls__004","is_replied","is_reply_to","likes","links__001","links__002","parent_tweet_id","replies","retweets","screen_name","text","text_html","timestamp","timestamp_epochs","tweet_id","tweet_url","user_id","username","video_url"
"False","GO87398","","","","","","","","","","True","False","234","","","","12","38","TPSOperations","PERSON IN CRISIS:\nCollege Subway Station\n- n/b platform\n- Man running around near edge of platform\n- Refusing to step back\n- Police o/s\n- Struggling with man\n- He has been apprehended\n- We will get him the help he needs\n#GO87398\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">PERSON IN CRISIS:\nCollege Subway Station\n- n/b platform\n- Man running around near edge of platform\n- Refusing to step back\n- Police o/s\n- Struggling with man\n- He has been apprehended\n- We will get him the help he needs\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO87398?src=hash""><s>#</s><b>GO87398</b></a>\n^dh</p>","2020-01-13T23:36:21","1578958581","1216866605948424193","/TPSOperations/status/1216866605948424193","463933187","Toronto Police Operations",""
"False","","","","","","","","","","","True","False","22","","","","1","3","PC_Hoppee","Start of the week for you,\nMiddle of the week for me.\nJust sitting down...\n@TPSOperations \nLet's see what the night brings.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Start of the week for you,\nMiddle of the week for me.\nJust sitting down...\n<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""463933187"" dir=""ltr"" href=""/TPSOperations""><s>@</s><b>TPSOperations</b></a> \nLet's see what the night brings.</p>","2020-01-13T21:29:28","1578950968","1216834674951184384","/PC_Hoppee/status/1216834674951184384","2341972867","David Hopkinson",""
"False","86046","","","","","","","","","","True","False","8","","","","2","5","TPSOperations","Collision #86046\nSteeles Ave W/Carpenter Rd\n-two vehicles into two separate  poles\n-a pole is down\n-extensive damage, injuries are unknown\nAvoid area at this time ^js","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Collision #86046\nSteeles Ave W/Carpenter Rd\n-two vehicles into two separate  poles\n-a pole is down\n-extensive damage, injuries are unknown\nAvoid area at this time ^js</p>","2020-01-13T20:06:43","1578946003","1216813850399518725","/TPSOperations/status/1216813850399518725","463933187","Toronto Police Operations",""
"False","Toronto","","","","","","","","","","True","False","70","","","","6","5","TPSMediaGirl","Good morning #Toronto, I'm working in the @TorontoPolice Operations Centre today and will be tweeting on @TPSOperations with ^CdK","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Good morning <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Toronto?src=hash""><s>#</s><b>Toronto</b></a>, I'm working in the <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16295454"" dir=""ltr"" href=""/TorontoPolice""><s>@</s><b>TorontoPolice</b></a> Operations Centre today and will be tweeting on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""463933187"" dir=""ltr"" href=""/TPSOperations""><s>@</s><b>TPSOperations</b></a> with ^CdK</p>","2020-01-13T12:17:16","1578917836","1216695708113342464","/TPSMediaGirl/status/1216695708113342464","3054338836","Caroline de Kloet",""
"False","","","","","","","","","","","True","False","26","","","","3","1","TPSOperations","Gonna get some sleep.\nSee you tomorrow afternoon.\n@TPSOperations  \nHope you have a good night.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Gonna get some sleep.\nSee you tomorrow afternoon.\n<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""463933187"" dir=""ltr"" href=""/TPSOperations""><s>@</s><b>TPSOperations</b></a>  \nHope you have a good night.</p>","2020-01-13T06:01:29","1578895289","1216601138130313218","/TPSOperations/status/1216601138130313218","463933187","Toronto Police Operations",""
"True","GO81197","","","","","","https://pbs.twimg.com/media/EOI2xKGXUAAULGc.png","","","","True","False","119","","","","6","678","TPSOperations","MISSING:\nRachel Croft, 15\n- Last seen Jan 12, noon, Bayview Av + Sheppard Ave E\n- 5'5, 105, thin build, long black hair\n- Black fuzzy winter jacket, black tights, knee length brown boots\n- Small black purse with shoulder strap\n#GO81197\n^dhpic.twitter.com/4FH89jWJbz","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MISSING:\nRachel Croft, 15\n- Last seen Jan 12, noon, Bayview Av + Sheppard Ave E\n- 5'5, 105, thin build, long black hair\n- Black fuzzy winter jacket, black tights, knee length brown boots\n- Small black purse with shoulder strap\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO81197?src=hash""><s>#</s><b>GO81197</b></a>\n^dh<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/4FH89jWJbz"">pic.twitter.com/4FH89jWJbz</a></p>","2020-01-13T05:37:22","1578893842","1216595069228257280","/TPSOperations/status/1216595069228257280","463933187","Toronto Police Operations",""
"False","GO80809","","","","","","","","","","True","False","64","","","","13","40","TPSOperations","PERSON WITH A KNIFE:\nSumach St + Shuter St\n- Man with a hatchet\n- Smashing cars\n- Now walking in the middle of the road\n- Police  o/s\n- Man in custody\n- No injuries\n#GO80809\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">PERSON WITH A KNIFE:\nSumach St + Shuter St\n- Man with a hatchet\n- Smashing cars\n- Now walking in the middle of the road\n- Police  o/s\n- Man in custody\n- No injuries\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO80809?src=hash""><s>#</s><b>GO80809</b></a>\n^dh</p>","2020-01-13T00:55:33","1578876933","1216524149100818433","/TPSOperations/status/1216524149100818433","463933187","Toronto Police Operations",""
"False","GO79778","","","","","","","","","","True","False","38","","","","13","24","TPSOperations","FIRE:\nBloor St E + Sherbourne St\n- Black smoke coming from under the bridge\n- Reports fire gaining in intensity\n- Police/Fire o/s\n- Roads closed in area\n- Having difficulty finding fire source\n#GO79778\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">FIRE:\nBloor St E + Sherbourne St\n- Black smoke coming from under the bridge\n- Reports fire gaining in intensity\n- Police/Fire o/s\n- Roads closed in area\n- Having difficulty finding fire source\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO79778?src=hash""><s>#</s><b>GO79778</b></a>\n^dh</p>","2020-01-12T21:51:13","1578865873","1216477757816872961","/TPSOperations/status/1216477757816872961","463933187","Toronto Police Operations",""
"False","GO79632","","","","","","","","","","True","False","66","","","","8","17","TPSOperations","PERSON WITH A KNIFE:\nBloor St W + Spadina Av\n- Inside restaurant\n- Man with a knife\n- Threatening people\n- Now throwing chairs around\n- Police o/s\n- Man apprehended\n- He will get the help he needs\n#GO79632\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">PERSON WITH A KNIFE:\nBloor St W + Spadina Av\n- Inside restaurant\n- Man with a knife\n- Threatening people\n- Now throwing chairs around\n- Police o/s\n- Man apprehended\n- He will get the help he needs\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO79632?src=hash""><s>#</s><b>GO79632</b></a>\n^dh</p>","2020-01-12T21:19:02","1578863942","1216469661765775360","/TPSOperations/status/1216469661765775360","463933187","Toronto Police Operations",""
"False","GO79611","","","","","","","","","","True","False","13","","","","5","15","TPSOperations","COLLISION:\nPrincess Av + Bayview Av \n- Car into a house\n- Injuries indicated\n- Unknown damage done to house\n- Police/EMS en route\n#GO79611\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">COLLISION:\nPrincess Av + Bayview Av \n- Car into a house\n- Injuries indicated\n- Unknown damage done to house\n- Police/EMS en route\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO79611?src=hash""><s>#</s><b>GO79611</b></a>\n^dh</p>","2020-01-12T21:15:54","1578863754","1216468872863285251","/TPSOperations/status/1216468872863285251","463933187","Toronto Police Operations",""
"False","GO77927","","","","","","","","","","True","False","171","","","","39","67","TPSOperations","EXPOSURE:\nStock Yards Village Plaza\n- Inside children's store\n- Man caught committing an indecent act\n- In area where children may be\n- Fled store\n- Officer searched the area\n- 1 man in custody\n#GO77927\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">EXPOSURE:\nStock Yards Village Plaza\n- Inside children's store\n- Man caught committing an indecent act\n- In area where children may be\n- Fled store\n- Officer searched the area\n- 1 man in custody\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO77927?src=hash""><s>#</s><b>GO77927</b></a>\n^dh</p>","2020-01-12T16:34:16","1578846856","1216397997443047424","/TPSOperations/status/1216397997443047424","463933187","Toronto Police Operations",""
"False","","","","","","","","","","","True","False","74","","","","10","3","PC_Hoppee","The alert I got this morning was a little alarming. I'm glad it was an error.\nJust sitting in the hot seat.\n@TPSOperations \nHere we go.....","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The alert I got this morning was a little alarming. I'm glad it was an error.\nJust sitting in the hot seat.\n<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""463933187"" dir=""ltr"" href=""/TPSOperations""><s>@</s><b>TPSOperations</b></a> \nHere we go.....</p>","2020-01-12T15:18:10","1578842290","1216378844992671744","/PC_Hoppee/status/1216378844992671744","2341972867","David Hopkinson",""
"False","Pickering","","","","","","","","","","True","False","4109","","","","1430","3522","opg","Important update:  the alert regarding #Pickering Nuclear was sent in error. There is no danger to the public or environment.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Important update:  the alert regarding <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Pickering?src=hash""><s>#</s><b>Pickering</b></a> Nuclear was sent in error. There is no danger to the public or environment.</p>","2020-01-12T13:06:48","1578834408","1216345783831879680","/opg/status/1216345783831879680","28150927","Ontario Power Gen",""
"False","","","","","","","","","","","True","False","46","","","","2","4","TPSOperations","Time for me to go.\nSee you in the morning.\n@TPSOperations \nBe careful driving home, it's gotten colder and the roads may freeze in certain areas.\nGood night.","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Time for me to go.\nSee you in the morning.\n<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""463933187"" dir=""ltr"" href=""/TPSOperations""><s>@</s><b>TPSOperations</b></a> \nBe careful driving home, it's gotten colder and the roads may freeze in certain areas.\nGood night.</p>","2020-01-12T05:36:56","1578807416","1216232573346762753","/TPSOperations/status/1216232573346762753","463933187","Toronto Police Operations",""
"False","GO75270","","","","","","","","","","True","False","44","","","","11","42","TPSOperations","COLLISION:\nSt Clair Av W + Lauder Av\n- Pedestrian struck\n- Through the windshield\n- He is unresponsive\n- Police o/s\n- EMS rushed to scene\n- Roads in area closed\n- Preparing to assist with emergency run\n#GO75270\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">COLLISION:\nSt Clair Av W + Lauder Av\n- Pedestrian struck\n- Through the windshield\n- He is unresponsive\n- Police o/s\n- EMS rushed to scene\n- Roads in area closed\n- Preparing to assist with emergency run\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO75270?src=hash""><s>#</s><b>GO75270</b></a>\n^dh</p>","2020-01-12T04:13:52","1578802432","1216211667127762944","/TPSOperations/status/1216211667127762944","463933187","Toronto Police Operations",""
"True","GO73589","","","","","","https://pbs.twimg.com/media/EOC_vAiWoAIF3Vn.png","","","","True","False","13","","","","2","47","TPSOperations","MISSING:\nBrenda Connor, 57\n- Last seen Jan 11, 12:09 pm, Queen St W + Roncesvalles Av\n- 5'0, thin build, short brown hair\n- Dark blue jacket, black/white checkered pajama pants, red socks\n-  She is in a wheelchair\n#GO73589\n^dhpic.twitter.com/zsIP6BFsRz","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MISSING:\nBrenda Connor, 57\n- Last seen Jan 11, 12:09 pm, Queen St W + Roncesvalles Av\n- 5'0, thin build, short brown hair\n- Dark blue jacket, black/white checkered pajama pants, red socks\n-  She is in a wheelchair\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO73589?src=hash""><s>#</s><b>GO73589</b></a>\n^dh<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/zsIP6BFsRz"">pic.twitter.com/zsIP6BFsRz</a></p>","2020-01-12T02:18:49","1578795529","1216182716229550080","/TPSOperations/status/1216182716229550080","463933187","Toronto Police Operations",""
"False","GO73969","","","","","","","","","","True","False","63","","","","4","80","TPSOperations","HAZARD:\nDVP + Bayview/Bloor Ramp\n- The Don Valley Parkway has been closed southbound\n- Overflow from the Don River has caused excess flooding\n- Cars will be diverted off at Bayview/Bloor off ramp\n- Consider alternate routes\n#GO73969\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nDVP + Bayview/Bloor Ramp\n- The Don Valley Parkway has been closed southbound\n- Overflow from the Don River has caused excess flooding\n- Cars will be diverted off at Bayview/Bloor off ramp\n- Consider alternate routes\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO73969?src=hash""><s>#</s><b>GO73969</b></a>\n^dh</p>","2020-01-12T00:38:05","1578789485","1216157366330306561","/TPSOperations/status/1216157366330306561","463933187","Toronto Police Operations",""
"True","GO72504","","","","","","https://pbs.twimg.com/media/EOChFkHX4AEENFz.png","","","","True","False","12","","","","1","117","TPSOperations","MISSING:\nJaturaphit Plerdkhunthod, 35\n- Last seen Jan 11, 12:30 pm, Ellesmere Rd + Neilson Av\n- 5'9, 181, fair complexion, short brush cut black hair\n- Tattoo on his neck\n- Hospital pants, pink hoodie\n#GO72504\n^dhpic.twitter.com/LgNhFMaRKK","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">MISSING:\nJaturaphit Plerdkhunthod, 35\n- Last seen Jan 11, 12:30 pm, Ellesmere Rd + Neilson Av\n- 5'9, 181, fair complexion, short brush cut black hair\n- Tattoo on his neck\n- Hospital pants, pink hoodie\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO72504?src=hash""><s>#</s><b>GO72504</b></a>\n^dh<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/LgNhFMaRKK"">pic.twitter.com/LgNhFMaRKK</a></p>","2020-01-12T00:04:55","1578787495","1216149017823977474","/TPSOperations/status/1216149017823977474","463933187","Toronto Police Operations",""
"False","GO73969","","","","","","","","","","False","False","11","","","","0","28","TPSOperations","HAZARD:\nDVP + Bayview/Bloor Ramp\n- South Bayview Ramp is closed\n- Due to flooding in the area\n- Unknown when it will be re-opened\n#GO73969\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nDVP + Bayview/Bloor Ramp\n- South Bayview Ramp is closed\n- Due to flooding in the area\n- Unknown when it will be re-opened\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO73969?src=hash""><s>#</s><b>GO73969</b></a>\n^dh</p>","2020-01-11T23:55:55","1578786955","1216146755118649346","/TPSOperations/status/1216146755118649346","463933187","Toronto Police Operations",""
"False","GO73693","","","","","","","","","","True","False","23","","","","3","29","TPSOperations","HAZARD:\nGardiner Exp + Lower Sherbourne St\n- w/b\n- In the right hand lane\n- Large pot hole\n- Number of cars reporting damage\n- Some cars towed off\n- 311 notified\n#GO73693\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nGardiner Exp + Lower Sherbourne St\n- w/b\n- In the right hand lane\n- Large pot hole\n- Number of cars reporting damage\n- Some cars towed off\n- 311 notified\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO73693?src=hash""><s>#</s><b>GO73693</b></a>\n^dh</p>","2020-01-11T23:46:12","1578786372","1216144306676871170","/TPSOperations/status/1216144306676871170","463933187","Toronto Police Operations",""
"False","GO73154","","","","","","","","","","True","False","33","","","","3","36","TPSOperations","HAZARD:\nBayview Av + Pottery Rd\n- Considerable flooding at intersection\n- Roads have been closed\n- Drivers diverted to alternate routes\n#GO73154\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nBayview Av + Pottery Rd\n- Considerable flooding at intersection\n- Roads have been closed\n- Drivers diverted to alternate routes\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO73154?src=hash""><s>#</s><b>GO73154</b></a>\n^dh</p>","2020-01-11T21:28:13","1578778093","1216109581274943489","/TPSOperations/status/1216109581274943489","463933187","Toronto Police Operations",""
"False","GO72919","","","","","","","","","","False","False","14","","","","0","12","TPSOperations","COLLISION:\nMidland Av + Finch Av E\n- 3 car crash\n- 1 car into a concrete light standard\n- Pole is down across the roadway\n- Injuries indicated\n- Unknown how serious\n- 311 called for pole\n#GO72919\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">COLLISION:\nMidland Av + Finch Av E\n- 3 car crash\n- 1 car into a concrete light standard\n- Pole is down across the roadway\n- Injuries indicated\n- Unknown how serious\n- 311 called for pole\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO72919?src=hash""><s>#</s><b>GO72919</b></a>\n^dh</p>","2020-01-11T21:07:03","1578776823","1216104258195554311","/TPSOperations/status/1216104258195554311","463933187","Toronto Police Operations",""
"False","GO72322","","","","","","","","","","True","False","13","","","","2","21","TPSOperations","HAZARD:\nKipling Av + Gardiner Exp \n- On ramp to go w/b\n- Large puddle in the roadway\n- Drivers slamming on brakes\n- Some hydroplaning\n- No collisions so far\n- 311 has been notified\n- Crews en route\n#GO72322\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nKipling Av + Gardiner Exp \n- On ramp to go w/b\n- Large puddle in the roadway\n- Drivers slamming on brakes\n- Some hydroplaning\n- No collisions so far\n- 311 has been notified\n- Crews en route\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO72322?src=hash""><s>#</s><b>GO72322</b></a>\n^dh</p>","2020-01-11T20:50:22","1578775822","1216100057621192705","/TPSOperations/status/1216100057621192705","463933187","Toronto Police Operations",""
"False","GO72697","","","","","","","","","","False","False","7","","","","0","21","TPSOperations","HAZARD:\nBermondsey Rd + Eglinton Av E\n- Large pooling of water\n- Across the entire intersection\n- Cars are hydroplaning\n- Please be cautios as you pass through\n#GO72697\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nBermondsey Rd + Eglinton Av E\n- Large pooling of water\n- Across the entire intersection\n- Cars are hydroplaning\n- Please be cautios as you pass through\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO72697?src=hash""><s>#</s><b>GO72697</b></a>\n^dh</p>","2020-01-11T20:47:46","1578775666","1216099402944851968","/TPSOperations/status/1216099402944851968","463933187","Toronto Police Operations",""
"False","GO69853","","","","","","","","","","True","False","13","","","","2","14","TPSOperations","SOUND OF GUNSHOTS:\nWillowridge Rd + Eglinton Av\n**3:37 am**\n- 1 shot heard\n- No injuries reported\n- Officers searched the area\n- Shells casing located\n- Investigating\n#GO69853\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">SOUND OF GUNSHOTS:\nWillowridge Rd + Eglinton Av\n**3:37 am**\n- 1 shot heard\n- No injuries reported\n- Officers searched the area\n- Shells casing located\n- Investigating\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO69853?src=hash""><s>#</s><b>GO69853</b></a>\n^dh</p>","2020-01-11T16:09:43","1578758983","1216029430444974088","/TPSOperations/status/1216029430444974088","463933187","Toronto Police Operations",""
"False","GO70038","","","","","","","","","","True","False","13","","","","1","8","TPSOperations","PERSON WITH A KNIFE:\nMorningside Av + Lawrence Av\n**4:54 am**\n- 2 men involved in a fight\n- 1 man armed with knife\n- Victim assaulted/stabbed\n- Injuries not life threatening\n- Police o/s\n- 1 man in custody\n- Knife recovered\n#GO70038\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">PERSON WITH A KNIFE:\nMorningside Av + Lawrence Av\n**4:54 am**\n- 2 men involved in a fight\n- 1 man armed with knife\n- Victim assaulted/stabbed\n- Injuries not life threatening\n- Police o/s\n- 1 man in custody\n- Knife recovered\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO70038?src=hash""><s>#</s><b>GO70038</b></a>\n^dh</p>","2020-01-11T15:55:00","1578758100","1216025725372977159","/TPSOperations/status/1216025725372977159","463933187","Toronto Police Operations",""
"False","GO69552","","","","","","","","","","True","False","33","","","","5","31","TPSOperations","SHOOTING:\nMilitary Tr + Neilson Rd\n**2 am**\n- Reports of shots fired at/near a home\n- Man struck by bullets\n- Injuries are very serious\n- Police/EMS doing emergency run\n- Victim succumbed to injuries in hospital\n- Homicide now investigating\n#GO69552\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">SHOOTING:\nMilitary Tr + Neilson Rd\n**2 am**\n- Reports of shots fired at/near a home\n- Man struck by bullets\n- Injuries are very serious\n- Police/EMS doing emergency run\n- Victim succumbed to injuries in hospital\n- Homicide now investigating\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO69552?src=hash""><s>#</s><b>GO69552</b></a>\n^dh</p>","2020-01-11T15:34:53","1578756893","1216020665066758144","/TPSOperations/status/1216020665066758144","463933187","Toronto Police Operations",""
"False","","","","","","","","","","","True","False","30","","","","3","8","PC_Hoppee","It may not seem like it but a lot of rain has fallen. There is pooling in some areas making driving more treacherous. \nSlow down, drive according to conditions.\n@TPSOperations","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It may not seem like it but a lot of rain has fallen. There is pooling in some areas making driving more treacherous. \nSlow down, drive according to conditions.\n<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""463933187"" dir=""ltr"" href=""/TPSOperations""><s>@</s><b>TPSOperations</b></a></p>","2020-01-11T15:24:20","1578756260","1216018010936356864","/PC_Hoppee/status/1216018010936356864","2341972867","David Hopkinson",""
"False","","","","","","","","","","","False","False","10","","","","0","1","TPSOperations","Back in tomorrow morning.\nTime for me to go.\n@TPSOperations  \nGood night!","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Back in tomorrow morning.\nTime for me to go.\n<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""463933187"" dir=""ltr"" href=""/TPSOperations""><s>@</s><b>TPSOperations</b></a>  \nGood night!</p>","2020-01-11T06:18:18","1578723498","1215880594795782144","/TPSOperations/status/1215880594795782144","463933187","Toronto Police Operations",""
"False","GO67126","","","","","","","","","","True","False","11","","","","5","18","TPSOperations","COLLISION:\nRunnymede Rd + Bloor St\n- Pedestrian struck\n- Woman in her 70's\n- Lying on the roadway\n- Injuries not serious\n- This collision will be treated as serious\n- Roads closed\n- Traffic Services investigating\n#GO67126\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">COLLISION:\nRunnymede Rd + Bloor St\n- Pedestrian struck\n- Woman in her 70's\n- Lying on the roadway\n- Injuries not serious\n- This collision will be treated as serious\n- Roads closed\n- Traffic Services investigating\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO67126?src=hash""><s>#</s><b>GO67126</b></a>\n^dh</p>","2020-01-10T23:16:36","1578698196","1215774471719657473","/TPSOperations/status/1215774471719657473","463933187","Toronto Police Operations",""
"False","GO66461","","","","","","","","","","False","False","1","","","","0","5","TPSOperations","HAZARD:\nToro Rd + Ceramic Rd\n- Water main has broken\n- Officers have shut down Toro Rd\n- No traffic being allowed through\n- Use alternate routes\n#GO66461\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">HAZARD:\nToro Rd + Ceramic Rd\n- Water main has broken\n- Officers have shut down Toro Rd\n- No traffic being allowed through\n- Use alternate routes\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO66461?src=hash""><s>#</s><b>GO66461</b></a>\n^dh</p>","2020-01-10T23:12:47","1578697967","1215773509013725186","/TPSOperations/status/1215773509013725186","463933187","Toronto Police Operations",""
"False","GO67080","","","","","","","","","","True","False","10","","","","3","21","TPSOperations","UNKNOWN TROUBLE:\nBleeker St + Howard St\n- Man with metal baton\n- Threatening people\n- Very aggressive\n- Police en route\n- Man has walked away s/b\n#GO67080\n^dh","<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">UNKNOWN TROUBLE:\nBleeker St + Howard St\n- Man with metal baton\n- Threatening people\n- Very aggressive\n- Police en route\n- Man has walked away s/b\n<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/GO67080?src=hash""><s>#</s><b>GO67080</b></a>\n^dh</p>","2020-01-10T23:06:03","1578697563","1215771814854582273","/TPSOperations/status/1215771814854582273","463933187","Toronto Police Operations",""
